table_schema,table_name,column_name,data_type,is_nullable,column_default
auth,users,phone_change_sent_at,timestamp with time zone,YES,null
auth,users,confirmed_at,timestamp with time zone,YES,null
auth,users,email_change_token_current,character varying,YES,''::character varying
auth,users,email_change_confirm_status,smallint,YES,0
auth,users,banned_until,timestamp with time zone,YES,null
auth,users,reauthentication_token,character varying,YES,''::character varying
auth,users,reauthentication_sent_at,timestamp with time zone,YES,null
auth,users,is_sso_user,boolean,NO,false
auth,users,deleted_at,timestamp with time zone,YES,null
auth,users,is_anonymous,boolean,NO,false
extensions,hypopg_hidden_indexes,indexrelid,oid,YES,null
extensions,hypopg_hidden_indexes,index_name,name,YES,null
extensions,hypopg_hidden_indexes,schema_name,name,YES,null
extensions,hypopg_hidden_indexes,table_name,name,YES,null
extensions,hypopg_hidden_indexes,am_name,name,YES,null
extensions,hypopg_hidden_indexes,is_hypo,boolean,YES,null
extensions,hypopg_list_indexes,indexrelid,oid,YES,null
extensions,hypopg_list_indexes,index_name,text,YES,null
extensions,hypopg_list_indexes,schema_name,name,YES,null
extensions,hypopg_list_indexes,table_name,name,YES,null
extensions,hypopg_list_indexes,am_name,name,YES,null
extensions,pg_stat_statements,userid,oid,YES,null
extensions,pg_stat_statements,dbid,oid,YES,null
extensions,pg_stat_statements,toplevel,boolean,YES,null
extensions,pg_stat_statements,queryid,bigint,YES,null
extensions,pg_stat_statements,query,text,YES,null
extensions,pg_stat_statements,plans,bigint,YES,null
extensions,pg_stat_statements,total_plan_time,double precision,YES,null
extensions,pg_stat_statements,min_plan_time,double precision,YES,null
extensions,pg_stat_statements,max_plan_time,double precision,YES,null
extensions,pg_stat_statements,mean_plan_time,double precision,YES,null
extensions,pg_stat_statements,stddev_plan_time,double precision,YES,null
extensions,pg_stat_statements,calls,bigint,YES,null
extensions,pg_stat_statements,total_exec_time,double precision,YES,null
extensions,pg_stat_statements,min_exec_time,double precision,YES,null
extensions,pg_stat_statements,max_exec_time,double precision,YES,null
extensions,pg_stat_statements,mean_exec_time,double precision,YES,null
extensions,pg_stat_statements,stddev_exec_time,double precision,YES,null
extensions,pg_stat_statements,rows,bigint,YES,null
extensions,pg_stat_statements,shared_blks_hit,bigint,YES,null
extensions,pg_stat_statements,shared_blks_read,bigint,YES,null
extensions,pg_stat_statements,shared_blks_dirtied,bigint,YES,null
extensions,pg_stat_statements,shared_blks_written,bigint,YES,null
extensions,pg_stat_statements,local_blks_hit,bigint,YES,null
extensions,pg_stat_statements,local_blks_read,bigint,YES,null
extensions,pg_stat_statements,local_blks_dirtied,bigint,YES,null
extensions,pg_stat_statements,local_blks_written,bigint,YES,null
extensions,pg_stat_statements,temp_blks_read,bigint,YES,null
extensions,pg_stat_statements,temp_blks_written,bigint,YES,null
extensions,pg_stat_statements,shared_blk_read_time,double precision,YES,null
extensions,pg_stat_statements,shared_blk_write_time,double precision,YES,null
extensions,pg_stat_statements,local_blk_read_time,double precision,YES,null
extensions,pg_stat_statements,local_blk_write_time,double precision,YES,null
extensions,pg_stat_statements,temp_blk_read_time,double precision,YES,null
extensions,pg_stat_statements,temp_blk_write_time,double precision,YES,null
extensions,pg_stat_statements,wal_records,bigint,YES,null
extensions,pg_stat_statements,wal_fpi,bigint,YES,null
extensions,pg_stat_statements,wal_bytes,numeric,YES,null
extensions,pg_stat_statements,jit_functions,bigint,YES,null
extensions,pg_stat_statements,jit_generation_time,double precision,YES,null
extensions,pg_stat_statements,jit_inlining_count,bigint,YES,null
extensions,pg_stat_statements,jit_inlining_time,double precision,YES,null
extensions,pg_stat_statements,jit_optimization_count,bigint,YES,null
extensions,pg_stat_statements,jit_optimization_time,double precision,YES,null
extensions,pg_stat_statements,jit_emission_count,bigint,YES,null
extensions,pg_stat_statements,jit_emission_time,double precision,YES,null
extensions,pg_stat_statements,jit_deform_count,bigint,YES,null
extensions,pg_stat_statements,jit_deform_time,double precision,YES,null
extensions,pg_stat_statements,stats_since,timestamp with time zone,YES,null
extensions,pg_stat_statements,minmax_stats_since,timestamp with time zone,YES,null
extensions,pg_stat_statements_info,dealloc,bigint,YES,null
extensions,pg_stat_statements_info,stats_reset,timestamp with time zone,YES,null
public,_policy_backup,schemaname,text,YES,null
public,_policy_backup,tablename,text,YES,null
public,_policy_backup,policyname,text,YES,null
public,_policy_backup,permissive,text,YES,null
public,_policy_backup,roles,ARRAY,YES,null
public,_policy_backup,cmd,text,YES,null
public,_policy_backup,qual,text,YES,null
public,_policy_backup,with_check,text,YES,null
public,_policy_backup,backed_up_at,timestamp with time zone,YES,now()
public,analytics_events,id,uuid,NO,gen_random_uuid()
public,analytics_events,user_id,text,YES,null
public,analytics_events,course_id,text,YES,null
public,analytics_events,lesson_id,text,YES,null
public,analytics_events,module_id,text,YES,null
public,analytics_events,event_type,text,NO,null
public,analytics_events,session_id,text,YES,null
public,analytics_events,user_agent,text,YES,null
public,analytics_events,payload,jsonb,NO,'{}'::jsonb
public,analytics_events,created_at,timestamp with time zone,NO,now()
public,analytics_events,org_id,uuid,YES,null
public,analytics_events,client_event_id,text,YES,null
public,assignments,id,text,NO,(gen_random_uuid())::text
public,assignments,course_id,text,NO,null
public,assignments,user_id,text,YES,null
public,assignments,due_at,timestamp with time zone,YES,null
public,assignments,active,boolean,NO,true
public,assignments,created_at,timestamp with time zone,NO,now()
public,assignments,updated_at,timestamp with time zone,NO,now()
public,assignments,organization_id,uuid,YES,null
public,assignments,org_id,uuid,YES,null
public,audit_logs,id,uuid,NO,gen_random_uuid()
public,audit_logs,actor_user_id,uuid,YES,null
public,audit_logs,action,text,NO,null
public,audit_logs,entity_type,text,YES,null
public,audit_logs,entity_id,uuid,YES,null
public,audit_logs,metadata,jsonb,NO,'{}'::jsonb
public,audit_logs,ip_address,inet,YES,null
public,audit_logs,user_agent,text,YES,null
public,audit_logs,created_at,timestamp with time zone,NO,now()
public,audit_logs,organization_id,uuid,YES,null
public,audit_logs,details,jsonb,YES,null
public,certificates,id,text,NO,(gen_random_uuid())::text
public,certificates,user_id,text,NO,null
public,certificates,course_id,text,NO,null
public,certificates,issued_at,timestamp with time zone,NO,now()
public,certificates,pdf_url,text,YES,null
public,certificates,metadata,jsonb,NO,'{}'::jsonb
public,certificates,created_at,timestamp with time zone,NO,now()
public,course_assignments,id,uuid,NO,gen_random_uuid()
public,course_assignments,course_id,text,NO,null
public,course_assignments,user_id,text,NO,null
public,course_assignments,status,text,NO,'assigned'::text
public,course_assignments,progress,integer,NO,0
public,course_assignments,due_date,timestamp with time zone,YES,null
public,course_assignments,note,text,YES,null
public,course_assignments,assigned_by,text,YES,null
public,course_assignments,created_at,timestamp with time zone,NO,now()
public,course_assignments,updated_at,timestamp with time zone,NO,now()
public,course_engagement,course_id,text,YES,null
public,course_engagement,avg_progress,numeric,YES,null
public,course_engagement,active_users,bigint,YES,null
public,courses,id,text,NO,gen_random_uuid()
public,courses,title,text,NO,null
public,courses,description,text,YES,null
public,courses,status,text,YES,'draft'::text
public,courses,thumbnail,text,YES,null
public,courses,duration,text,YES,null
public,courses,difficulty,text,YES,'Beginner'::text
public,courses,estimated_time,text,YES,null
public,courses,prerequisites,ARRAY,YES,'{}'::text[]
public,courses,learning_objectives,ARRAY,YES,'{}'::text[]
public,courses,key_takeaways,ARRAY,YES,'{}'::text[]
public,courses,tags,ARRAY,YES,'{}'::text[]
public,courses,type,text,YES,'Mixed'::text
public,courses,created_by,text,YES,null
public,courses,created_at,timestamp with time zone,YES,now()
public,courses,updated_at,timestamp with time zone,YES,now()
public,courses,published_at,timestamp with time zone,YES,null
public,courses,due_date,timestamp with time zone,YES,null
public,courses,slug,text,YES,null
public,courses,name,text,YES,null
public,courses,meta_json,jsonb,NO,'{}'::jsonb
public,courses,version,integer,NO,1
public,courses,org_id_uuid,uuid,YES,null
public,courses,organization_id,uuid,YES,null
public,documents,id,text,NO,(gen_random_uuid())::text
public,documents,name,text,NO,null
public,documents,filename,text,YES,null
public,documents,url,text,YES,null
public,documents,category,text,NO,null
public,documents,subcategory,text,YES,null
public,documents,tags,jsonb,NO,'[]'::jsonb
public,documents,file_type,text,YES,null
public,documents,visibility,text,NO,'global'::text
public,documents,user_id,text,YES,null
public,documents,created_at,timestamp with time zone,NO,now()
public,documents,created_by,text,YES,null
public,documents,download_count,integer,NO,0
public,documents,metadata,jsonb,NO,'{}'::jsonb
public,documents,updated_at,timestamp with time zone,NO,now()
public,documents,organization_id,uuid,YES,null
public,learner_journeys,id,uuid,NO,gen_random_uuid()
public,learner_journeys,user_id,text,NO,null
public,learner_journeys,course_id,text,NO,null
public,learner_journeys,started_at,timestamp with time zone,NO,now()
public,learner_journeys,last_active_at,timestamp with time zone,NO,now()
public,learner_journeys,completed_at,timestamp with time zone,YES,null
public,learner_journeys,total_time_spent,integer,NO,0
public,learner_journeys,sessions_count,integer,NO,0
public,learner_journeys,progress_percentage,numeric,NO,0
public,learner_journeys,engagement_score,numeric,NO,0
public,learner_journeys,milestones,jsonb,NO,'[]'::jsonb
public,learner_journeys,drop_off_points,jsonb,NO,'[]'::jsonb
public,learner_journeys,path_taken,jsonb,NO,'[]'::jsonb
public,learner_journeys,updated_at,timestamp with time zone,NO,now()
public,lessons,id,text,NO,(gen_random_uuid())::text
public,lessons,module_id,text,YES,null
public,lessons,title,text,NO,null
public,lessons,type,text,NO,null
public,lessons,duration,text,YES,null
public,lessons,order_index,integer,NO,null
public,lessons,content_json,jsonb,YES,'{}'::jsonb
public,lessons,created_at,timestamp with time zone,YES,now()
public,lessons,updated_at,timestamp with time zone,YES,now()
public,lessons,description,text,YES,null
public,lessons,completion_rule_json,jsonb,YES,null
public,lessons,duration_s,integer,YES,null
public,lessons,organization_id,uuid,YES,null
public,lessons,org_id,uuid,YES,null
public,modules,id,text,NO,null
public,modules,course_id,text,YES,null
public,modules,title,text,NO,null
public,modules,description,text,YES,null
public,modules,duration,text,YES,null
public,modules,order_index,integer,NO,null
public,modules,created_at,timestamp with time zone,YES,now()
public,modules,updated_at,timestamp with time zone,YES,now()
public,modules,organization_id,uuid,YES,null
public,modules,org_id,uuid,YES,null
public,notifications,id,text,NO,(gen_random_uuid())::text
public,notifications,title,text,NO,null
public,notifications,body,text,YES,null
public,notifications,user_id,uuid,YES,null
public,notifications,created_at,timestamp with time zone,NO,now()
public,notifications,read,boolean,NO,false
public,notifications,updated_at,timestamp with time zone,NO,now()
public,notifications,dispatch_status,text,YES,'queued'::text
public,notifications,org_id,uuid,YES,null
public,org_invites,id,uuid,NO,gen_random_uuid()
public,org_invites,email,text,NO,null
public,org_invites,role,text,NO,'member'::text
public,org_invites,token_hash,text,YES,null
public,org_invites,invited_by,uuid,YES,null
public,org_invites,accepted_at,timestamp with time zone,YES,null
public,org_invites,expires_at,timestamp with time zone,NO,(now() + '14 days'::interval)
public,org_invites,created_at,timestamp with time zone,NO,now()
public,org_invites,organization_id,uuid,YES,null
public,org_invites,status,text,YES,'pending'::text
public,org_invites,reminder_count,integer,YES,0
public,org_invites,last_reminded_at,timestamp with time zone,YES,null
public,org_invites,last_sent_at,timestamp with time zone,YES,null
public,org_workspace_action_items,id,text,NO,(gen_random_uuid())::text
public,org_workspace_action_items,title,text,NO,null
public,org_workspace_action_items,description,text,YES,null
public,org_workspace_action_items,assignee,text,YES,null
public,org_workspace_action_items,due_at,timestamp with time zone,YES,null
public,org_workspace_action_items,status,text,NO,'Not Started'::text
public,org_workspace_action_items,metadata,jsonb,NO,'{}'::jsonb
public,org_workspace_action_items,created_at,timestamp with time zone,NO,now()
public,org_workspace_action_items,updated_at,timestamp with time zone,NO,now()
public,org_workspace_action_items,org_id,uuid,YES,null
public,org_workspace_session_notes,id,text,NO,(gen_random_uuid())::text
public,org_workspace_session_notes,title,text,NO,null
public,org_workspace_session_notes,body,text,YES,null
public,org_workspace_session_notes,note_date,timestamp with time zone,NO,now()
public,org_workspace_session_notes,tags,jsonb,NO,'[]'::jsonb
public,org_workspace_session_notes,attachments,jsonb,NO,'[]'::jsonb
public,org_workspace_session_notes,created_by,text,YES,null
public,org_workspace_session_notes,created_at,timestamp with time zone,NO,now()
public,org_workspace_session_notes,updated_at,timestamp with time zone,NO,now()
public,org_workspace_session_notes,org_id,uuid,YES,null
public,org_workspace_strategic_plans,id,text,NO,(gen_random_uuid())::text
public,org_workspace_strategic_plans,content,text,NO,null
public,org_workspace_strategic_plans,created_by,text,YES,null
public,org_workspace_strategic_plans,metadata,jsonb,NO,'{}'::jsonb
public,org_workspace_strategic_plans,created_at,timestamp with time zone,NO,now()
public,org_workspace_strategic_plans,updated_at,timestamp with time zone,NO,now()
public,org_workspace_strategic_plans,org_id,uuid,YES,null
public,organization_memberships,id,uuid,NO,gen_random_uuid()
public,organization_memberships,user_id,uuid,NO,null
public,organization_memberships,role,text,NO,'member'::text
public,organization_memberships,invited_by,uuid,YES,null
public,organization_memberships,created_at,timestamp with time zone,NO,now()
public,organization_memberships,updated_at,timestamp with time zone,NO,now()
public,organization_memberships,org_id,uuid,YES,null
public,organization_memberships,org_id_uuid,uuid,YES,null
public,organization_memberships,org_id_text,text,YES,null
public,organization_profiles,id,uuid,NO,gen_random_uuid()
public,organization_profiles,created_at,timestamp with time zone,NO,now()
public,organization_profiles,name,text,YES,null
public,organization_profiles,slug,text,YES,null
public,organization_profiles,mission,text,YES,null
public,organization_profiles,vision,text,YES,null
public,organization_profiles,values,text,YES,null
public,organization_profiles,profile_description,text,YES,null
public,organization_profiles,branding,jsonb,YES,null
public,organization_profiles,accessibility_prefs,jsonb,YES,null
public,organization_profiles,tone_and_voice,text,YES,null
public,organization_profiles,updated_at,timestamp without time zone,YES,null
public,organizations,name,text,NO,null
public,organizations,type,text,YES,null
public,organizations,description,text,YES,null
public,organizations,logo,text,YES,null
public,organizations,contact_person,text,YES,null
public,organizations,contact_email,text,NO,null
public,organizations,contact_phone,text,YES,null
public,organizations,website,text,YES,null
public,organizations,address,text,YES,null
public,organizations,city,text,YES,null
public,organizations,state,text,YES,null
public,organizations,country,text,YES,null
public,organizations,postal_code,text,YES,null
public,organizations,subscription,text,NO,null
public,organizations,billing_email,text,YES,null
public,organizations,billing_cycle,text,YES,null
public,organizations,custom_pricing,numeric,YES,null
public,organizations,max_learners,integer,YES,null
public,organizations,max_courses,integer,YES,null
public,organizations,max_storage,integer,YES,null
public,organizations,features,jsonb,NO,'{}'::jsonb
public,organizations,settings,jsonb,NO,'{}'::jsonb
public,organizations,status,text,NO,'active'::text
public,organizations,enrollment_date,timestamp with time zone,YES,null
public,organizations,contract_start,timestamp with time zone,YES,null
public,organizations,contract_end,timestamp with time zone,YES,null
public,organizations,total_learners,integer,NO,0
public,organizations,active_learners,integer,NO,0
public,organizations,completion_rate,numeric,NO,0
public,organizations,cohorts,jsonb,NO,'[]'::jsonb
public,organizations,last_activity,timestamp with time zone,YES,null
public,organizations,modules,jsonb,NO,'{}'::jsonb
public,organizations,notes,text,YES,null
public,organizations,tags,jsonb,NO,'[]'::jsonb
public,organizations,created_at,timestamp with time zone,NO,now()
public,organizations,updated_at,timestamp with time zone,NO,now()
public,organizations,slug,text,NO,null
public,organizations,id,uuid,NO,gen_random_uuid()
public,organizations,timezone,text,NO,null
public,survey_assignments,id,uuid,NO,gen_random_uuid()
public,survey_assignments,survey_id,text,NO,null
public,survey_assignments,organization_ids,ARRAY,YES,'{}'::text[]
public,survey_assignments,created_at,timestamp with time zone,YES,now()
public,survey_assignments,updated_at,timestamp with time zone,YES,now()
public,survey_responses,id,integer,NO,nextval('survey_responses_id_seq'::regclass)
public,survey_responses,user_id,uuid,NO,null
public,survey_responses,survey_id,uuid,NO,null
public,survey_responses,response,jsonb,NO,null
public,survey_responses,submitted_at,timestamp without time zone,YES,now()
public,survey_responses,organization_id,uuid,YES,null
public,surveys,id,text,NO,(gen_random_uuid())::text
public,surveys,title,text,NO,null
public,surveys,description,text,YES,null
public,surveys,type,text,YES,null
public,surveys,status,text,NO,'draft'::text
public,surveys,sections,jsonb,NO,'[]'::jsonb
public,surveys,branding,jsonb,NO,'{}'::jsonb
public,surveys,settings,jsonb,NO,'{}'::jsonb
public,surveys,assigned_to,jsonb,NO,'[]'::jsonb
public,surveys,created_at,timestamp with time zone,NO,now()
public,surveys,updated_at,timestamp with time zone,NO,now()
public,surveys,organization_id,uuid,YES,null
public,user_achievements,id,uuid,NO,gen_random_uuid()
public,user_achievements,user_id,text,NO,null
public,user_achievements,title,text,NO,null
public,user_achievements,description,text,YES,null
public,user_achievements,earned_date,date,YES,null
public,user_achievements,icon,text,YES,null
public,user_achievements,rarity,text,YES,'common'::text
public,user_achievements,created_at,timestamp with time zone,YES,now()
public,user_achievements,updated_at,timestamp with time zone,YES,now()
public,user_course_enrollments,id,uuid,NO,gen_random_uuid()
public,user_course_enrollments,user_id,uuid,YES,null
public,user_course_enrollments,course_id,text,YES,null
public,user_course_enrollments,enrolled_at,timestamp with time zone,YES,now()
public,user_course_enrollments,completed_at,timestamp with time zone,YES,null
public,user_course_enrollments,progress_percentage,integer,YES,0
public,user_course_enrollments,last_accessed_at,timestamp with time zone,YES,now()
public,user_course_enrollments,organization_id,uuid,YES,null
public,user_course_progress,id,text,NO,(gen_random_uuid())::text
public,user_course_progress,user_id,text,NO,null
public,user_course_progress,course_id,text,NO,null
public,user_course_progress,percent,numeric,NO,0
public,user_course_progress,status,text,NO,'not_started'::text
public,user_course_progress,time_spent_s,integer,NO,0
public,user_course_progress,updated_at,timestamp with time zone,NO,now()
public,user_course_progress,created_at,timestamp with time zone,NO,now()
public,user_course_progress,organization_id,uuid,YES,null
public,user_course_progress,user_id_uuid,uuid,NO,null
public,user_learning_goals,id,uuid,NO,gen_random_uuid()
public,user_learning_goals,user_id,text,NO,null
public,user_learning_goals,title,text,NO,null
public,user_learning_goals,description,text,YES,null
public,user_learning_goals,target_date,date,YES,null
public,user_learning_goals,progress,integer,YES,0
public,user_learning_goals,status,text,YES,'active'::text
public,user_learning_goals,created_at,timestamp with time zone,YES,now()
public,user_learning_goals,updated_at,timestamp with time zone,YES,now()
public,user_lesson_progress,id,uuid,NO,gen_random_uuid()
public,user_lesson_progress,user_id,uuid,YES,null
public,user_lesson_progress,lesson_id,text,YES,null
public,user_lesson_progress,completed,boolean,YES,false
public,user_lesson_progress,completed_at,timestamp with time zone,YES,null
public,user_lesson_progress,time_spent,integer,YES,0
public,user_lesson_progress,progress_percentage,integer,YES,0
public,user_lesson_progress,last_accessed_at,timestamp with time zone,YES,now()
public,user_lesson_progress,updated_at,timestamp with time zone,NO,now()
public,user_lesson_progress,created_at,timestamp with time zone,NO,now()
public,user_organizations_vw,user_id,uuid,YES,null
